,state,county_and_city,censusIncome,B19013_001E,B23025_002E,B23025_003E,B23025_004E,B23025_005E,B23025_006E,B23025_007E
434,North Carolina,Alamance County,"                                                    B19013_001E  B23025_002E  \
Alamance County, North Carolina: Summary level:...        58490        86562   

                                                    B23025_003E  B23025_004E  \
Alamance County, North Carolina: Summary level:...        86555        83546   

                                                    B23025_005E  B23025_006E  \
Alamance County, North Carolina: Summary level:...         3009            7   

                                                    B23025_007E  
Alamance County, North Carolina: Summary level:...        49401  ",58490,86562.0,86555.0,83546.0,3009.0,7.0,49401.0
435,Puerto Rico,Ponce Municipio,"                                                    B19013_001E  B23025_002E  \
Ponce Municipio, Puerto Rico: Summary level: 05...        15130        40717   

                                                    B23025_003E  B23025_004E  \
Ponce Municipio, Puerto Rico: Summary level: 05...        40717        36719   

                                                    B23025_005E  B23025_006E  \
Ponce Municipio, Puerto Rico: Summary level: 05...         3998            0   

                                                    B23025_007E  
Ponce Municipio, Puerto Rico: Summary level: 05...        70006  ",15130,40717.0,40717.0,36719.0,3998.0,0.0,70006.0
436,Puerto Rico,Toa Alta Municipio,"                                                    B19013_001E  B23025_002E  \
Toa Alta Municipio, Puerto Rico: Summary level:...        28440        29602   

                                                    B23025_003E  B23025_004E  \
Toa Alta Municipio, Puerto Rico: Summary level:...        29602        28383   

                                                    B23025_005E  B23025_006E  \
Toa Alta Municipio, Puerto Rico: Summary level:...         1219            0   

                                                    B23025_007E  
Toa Alta Municipio, Puerto Rico: Summary level:...        31366  ",28440,29602.0,29602.0,28383.0,1219.0,0.0,31366.0
437,Puerto Rico,Toa Baja Municipio,"                                                    B19013_001E  B23025_002E  \
Toa Baja Municipio, Puerto Rico: Summary level:...        23368        32095   

                                                    B23025_003E  B23025_004E  \
Toa Baja Municipio, Puerto Rico: Summary level:...        31768        27886   

                                                    B23025_005E  B23025_006E  \
Toa Baja Municipio, Puerto Rico: Summary level:...         3882          327   

                                                    B23025_007E  
Toa Baja Municipio, Puerto Rico: Summary level:...        30530  ",23368,32095.0,31768.0,27886.0,3882.0,327.0,30530.0
438,Puerto Rico,Caguas Municipio,"                                                    B19013_001E  B23025_002E  \
Caguas Municipio, Puerto Rico: Summary level: 0...        24507        52224   

                                                    B23025_003E  B23025_004E  \
Caguas Municipio, Puerto Rico: Summary level: 0...        52224        47132   

                                                    B23025_005E  B23025_006E  \
Caguas Municipio, Puerto Rico: Summary level: 0...         5092            0   

                                                    B23025_007E  
Caguas Municipio, Puerto Rico: Summary level: 0...        53553  ",24507,52224.0,52224.0,47132.0,5092.0,0.0,53553.0
439,Puerto Rico,San Juan Municipio,"                                                    B19013_001E  B23025_002E  \
San Juan Municipio, Puerto Rico: Summary level:...        23005       141804   

                                                    B23025_003E  B23025_004E  \
San Juan Municipio, Puerto Rico: Summary level:...       141555       116362   

                                                    B23025_005E  B23025_006E  \
San Juan Municipio, Puerto Rico: Summary level:...        25193          249   

                                                    B23025_007E  
San Juan Municipio, Puerto Rico: Summary level:...       130861  ",23005,141804.0,141555.0,116362.0,25193.0,249.0,130861.0
440,North Carolina,Johnston County,"                                                    B19013_001E  B23025_002E  \
Johnston County, North Carolina: Summary level:...        60951       105973   

                                                    B23025_003E  B23025_004E  \
Johnston County, North Carolina: Summary level:...       105809       101502   

                                                    B23025_005E  B23025_006E  \
Johnston County, North Carolina: Summary level:...         4307          164   

                                                    B23025_007E  
Johnston County, North Carolina: Summary level:...        56250  ",60951,105973.0,105809.0,101502.0,4307.0,164.0,56250.0
441,North Carolina,Onslow County,"                                                    B19013_001E  B23025_002E  \
Onslow County, North Carolina: Summary level: 0...        49544       105538   

                                                    B23025_003E  B23025_004E  \
Onslow County, North Carolina: Summary level: 0...        72620        68223   

                                                    B23025_005E  B23025_006E  \
Onslow County, North Carolina: Summary level: 0...         4397        32918   

                                                    B23025_007E  
Onslow County, North Carolina: Summary level: 0...        48099  ",49544,105538.0,72620.0,68223.0,4397.0,32918.0,48099.0
442,North Carolina,Rutherford County,"                                                    B19013_001E  B23025_002E  \
Rutherford County, North Carolina: Summary leve...        44361        27530   

                                                    B23025_003E  B23025_004E  \
Rutherford County, North Carolina: Summary leve...        27530        26303   

                                                    B23025_005E  B23025_006E  \
Rutherford County, North Carolina: Summary leve...         1227            0   

                                                    B23025_007E  
Rutherford County, North Carolina: Summary leve...        27264  ",44361,27530.0,27530.0,26303.0,1227.0,0.0,27264.0
443,North Carolina,Burke County,"                                                    B19013_001E  B23025_002E  \
Burke County, North Carolina: Summary level: 05...        47361        41730   

                                                    B23025_003E  B23025_004E  \
Burke County, North Carolina: Summary level: 05...        41594        40134   

                                                    B23025_005E  B23025_006E  \
Burke County, North Carolina: Summary level: 05...         1460          136   

                                                    B23025_007E  
Burke County, North Carolina: Summary level: 05...        33716  ",47361,41730.0,41594.0,40134.0,1460.0,136.0,33716.0
444,North Dakota,Ward County,"                                                    B19013_001E  B23025_002E  \
Ward County, North Dakota: Summary level: 050, ...        71415        41493   

                                                    B23025_003E  B23025_004E  \
Ward County, North Dakota: Summary level: 050, ...        36884        36473   

                                                    B23025_005E  B23025_006E  \
Ward County, North Dakota: Summary level: 050, ...          411         4609   

                                                    B23025_007E  
Ward County, North Dakota: Summary level: 050, ...        12067  ",71415,41493.0,36884.0,36473.0,411.0,4609.0,12067.0
445,North Dakota,Cass County,"                                                    B19013_001E  B23025_002E  \
Cass County, North Dakota: Summary level: 050, ...        62218       112431   

                                                    B23025_003E  B23025_004E  \
Cass County, North Dakota: Summary level: 050, ...       111523       109073   

                                                    B23025_005E  B23025_006E  \
Cass County, North Dakota: Summary level: 050, ...         2450          908   

                                                    B23025_007E  
Cass County, North Dakota: Summary level: 050, ...        32356  ",62218,112431.0,111523.0,109073.0,2450.0,908.0,32356.0
446,Ohio,Greene County,"                                                    B19013_001E  B23025_002E  \
Greene County, Ohio: Summary level: 050, state:...        67394        87465   

                                                    B23025_003E  B23025_004E  \
Greene County, Ohio: Summary level: 050, state:...        85246        80903   

                                                    B23025_005E  B23025_006E  \
Greene County, Ohio: Summary level: 050, state:...         4343         2219   

                                                    B23025_007E  
Greene County, Ohio: Summary level: 050, state:...        50830  ",67394,87465.0,85246.0,80903.0,4343.0,2219.0,50830.0
447,Ohio,Erie County,"                                                    B19013_001E  B23025_002E  \
Erie County, Ohio: Summary level: 050, state:39...        60653        38013   

                                                    B23025_003E  B23025_004E  \
Erie County, Ohio: Summary level: 050, state:39...        38013        36433   

                                                    B23025_005E  B23025_006E  \
Erie County, Ohio: Summary level: 050, state:39...         1580            0   

                                                    B23025_007E  
Erie County, Ohio: Summary level: 050, state:39...        23303  ",60653,38013.0,38013.0,36433.0,1580.0,0.0,23303.0
448,Ohio,Summit County,"                                                    B19013_001E  B23025_002E  \
Summit County, Ohio: Summary level: 050, state:...        57364       286777   

                                                    B23025_003E  B23025_004E  \
Summit County, Ohio: Summary level: 050, state:...       285752       270057   

                                                    B23025_005E  B23025_006E  \
Summit County, Ohio: Summary level: 050, state:...        15695         1025   

                                                    B23025_007E  
Summit County, Ohio: Summary level: 050, state:...       155502  ",57364,286777.0,285752.0,270057.0,15695.0,1025.0,155502.0
449,Ohio,Columbiana County,"                                                    B19013_001E  B23025_002E  \
Columbiana County, Ohio: Summary level: 050, st...        53542        48375   

                                                    B23025_003E  B23025_004E  \
Columbiana County, Ohio: Summary level: 050, st...        48375        45657   

                                                    B23025_005E  B23025_006E  \
Columbiana County, Ohio: Summary level: 050, st...         2718            0   

                                                    B23025_007E  
Columbiana County, Ohio: Summary level: 050, st...        34942  ",53542,48375.0,48375.0,45657.0,2718.0,0.0,34942.0
450,Ohio,Mahoning County,"                                                    B19013_001E  B23025_002E  \
Mahoning County, Ohio: Summary level: 050, stat...        47170       113806   

                                                    B23025_003E  B23025_004E  \
Mahoning County, Ohio: Summary level: 050, stat...       113438       105990   

                                                    B23025_005E  B23025_006E  \
Mahoning County, Ohio: Summary level: 050, stat...         7448          368   

                                                    B23025_007E  
Mahoning County, Ohio: Summary level: 050, stat...        74492  ",47170,113806.0,113438.0,105990.0,7448.0,368.0,74492.0
451,Ohio,Scioto County,"                                                    B19013_001E  B23025_002E  \
Scioto County, Ohio: Summary level: 050, state:...        45571        29928   

                                                    B23025_003E  B23025_004E  \
Scioto County, Ohio: Summary level: 050, state:...        29928        27759   

                                                    B23025_005E  B23025_006E  \
Scioto County, Ohio: Summary level: 050, state:...         2169            0   

                                                    B23025_007E  
Scioto County, Ohio: Summary level: 050, state:...        31028  ",45571,29928.0,29928.0,27759.0,2169.0,0.0,31028.0
452,Ohio,Allen County,"                                                    B19013_001E  B23025_002E  \
Allen County, Ohio: Summary level: 050, state:3...        60429        49316   

                                                    B23025_003E  B23025_004E  \
Allen County, Ohio: Summary level: 050, state:3...        49294        47165   

                                                    B23025_005E  B23025_006E  \
Allen County, Ohio: Summary level: 050, state:3...         2129           22   

                                                    B23025_007E  
Allen County, Ohio: Summary level: 050, state:3...        32244  ",60429,49316.0,49294.0,47165.0,2129.0,22.0,32244.0
453,Ohio,Clark County,"                                                    B19013_001E  B23025_002E  \
Clark County, Ohio: Summary level: 050, state:3...        50128        64874   

                                                    B23025_003E  B23025_004E  \
Clark County, Ohio: Summary level: 050, state:3...        64705        60900   

                                                    B23025_005E  B23025_006E  \
Clark County, Ohio: Summary level: 050, state:3...         3805          169   

                                                    B23025_007E  
Clark County, Ohio: Summary level: 050, state:3...        43856  ",50128,64874.0,64705.0,60900.0,3805.0,169.0,43856.0
454,Ohio,Lorain County,"                                                    B19013_001E  B23025_002E  \
Lorain County, Ohio: Summary level: 050, state:...        58686       150136   

                                                    B23025_003E  B23025_004E  \
Lorain County, Ohio: Summary level: 050, state:...       150136       144045   

                                                    B23025_005E  B23025_006E  \
Lorain County, Ohio: Summary level: 050, state:...         6091            0   

                                                    B23025_007E  
Lorain County, Ohio: Summary level: 050, state:...       100470  ",58686,150136.0,150136.0,144045.0,6091.0,0.0,100470.0
455,Ohio,Montgomery County,"                                                    B19013_001E  B23025_002E  \
Montgomery County, Ohio: Summary level: 050, st...        54537       267189   

                                                    B23025_003E  B23025_004E  \
Montgomery County, Ohio: Summary level: 050, st...       265260       250384   

                                                    B23025_005E  B23025_006E  \
Montgomery County, Ohio: Summary level: 050, st...        14876         1929   

                                                    B23025_007E  
Montgomery County, Ohio: Summary level: 050, st...       160951  ",54537,267189.0,265260.0,250384.0,14876.0,1929.0,160951.0
456,Ohio,Warren County,"                                                    B19013_001E  B23025_002E  \
Warren County, Ohio: Summary level: 050, state:...        90837       124122   

                                                    B23025_003E  B23025_004E  \
Warren County, Ohio: Summary level: 050, state:...       123993       120711   

                                                    B23025_005E  B23025_006E  \
Warren County, Ohio: Summary level: 050, state:...         3282          129   

                                                    B23025_007E  
Warren County, Ohio: Summary level: 050, state:...        60433  ",90837,124122.0,123993.0,120711.0,3282.0,129.0,60433.0
457,Ohio,Ashtabula County,"                                                    B19013_001E  B23025_002E  \
Ashtabula County, Ohio: Summary level: 050, sta...        44580        45209   

                                                    B23025_003E  B23025_004E  \
Ashtabula County, Ohio: Summary level: 050, sta...        45209        43253   

                                                    B23025_005E  B23025_006E  \
Ashtabula County, Ohio: Summary level: 050, sta...         1956            0   

                                                    B23025_007E  
Ashtabula County, Ohio: Summary level: 050, sta...        33071  ",44580,45209.0,45209.0,43253.0,1956.0,0.0,33071.0
458,Oklahoma,Canadian County,"                                                    B19013_001E  B23025_002E  \
Canadian County, Oklahoma: Summary level: 050, ...        73635        76665   

                                                    B23025_003E  B23025_004E  \
Canadian County, Oklahoma: Summary level: 050, ...        76316        73990   

                                                    B23025_005E  B23025_006E  \
Canadian County, Oklahoma: Summary level: 050, ...         2326          349   

                                                    B23025_007E  
Canadian County, Oklahoma: Summary level: 050, ...        37314  ",73635,76665.0,76316.0,73990.0,2326.0,349.0,37314.0
459,Illinois,Tazewell County,"                                                    B19013_001E  B23025_002E  \
Tazewell County, Illinois: Summary level: 050, ...        65848        63764   

                                                    B23025_003E  B23025_004E  \
Tazewell County, Illinois: Summary level: 050, ...        63754        61315   

                                                    B23025_005E  B23025_006E  \
Tazewell County, Illinois: Summary level: 050, ...         2439           10   

                                                    B23025_007E  
Tazewell County, Illinois: Summary level: 050, ...        41477  ",65848,63764.0,63754.0,61315.0,2439.0,10.0,41477.0
460,Indiana,LaPorte County,"                                                    B19013_001E  B23025_002E  \
LaPorte County, Indiana: Summary level: 050, st...        56019        52222   

                                                    B23025_003E  B23025_004E  \
LaPorte County, Indiana: Summary level: 050, st...        52215        50522   

                                                    B23025_005E  B23025_006E  \
LaPorte County, Indiana: Summary level: 050, st...         1693            7   

                                                    B23025_007E  
LaPorte County, Indiana: Summary level: 050, st...        37077  ",56019,52222.0,52215.0,50522.0,1693.0,7.0,37077.0
461,Indiana,Porter County,"                                                    B19013_001E  B23025_002E  \
Porter County, Indiana: Summary level: 050, sta...        72483        84054   

                                                    B23025_003E  B23025_004E  \
Porter County, Indiana: Summary level: 050, sta...        83986        80286   

                                                    B23025_005E  B23025_006E  \
Porter County, Indiana: Summary level: 050, sta...         3700           68   

                                                    B23025_007E  
Porter County, Indiana: Summary level: 050, sta...        54161  ",72483,84054.0,83986.0,80286.0,3700.0,68.0,54161.0
462,Indiana,Vigo County,"                                                    B19013_001E  B23025_002E  \
Vigo County, Indiana: Summary level: 050, state...        48013        52550   

                                                    B23025_003E  B23025_004E  \
Vigo County, Indiana: Summary level: 050, state...        52285        47903   

                                                    B23025_005E  B23025_006E  \
Vigo County, Indiana: Summary level: 050, state...         4382          265   

                                                    B23025_007E  
Vigo County, Indiana: Summary level: 050, state...        35503  ",48013,52550.0,52285.0,47903.0,4382.0,265.0,35503.0
463,Indiana,Boone County,"                                                    B19013_001E  B23025_002E  \
Boone County, Indiana: Summary level: 050, stat...        70813        35278   

                                                    B23025_003E  B23025_004E  \
Boone County, Indiana: Summary level: 050, stat...        35278        34597   

                                                    B23025_005E  B23025_006E  \
Boone County, Indiana: Summary level: 050, stat...          681            0   

                                                    B23025_007E  
Boone County, Indiana: Summary level: 050, stat...        16700  ",70813,35278.0,35278.0,34597.0,681.0,0.0,16700.0
464,Indiana,Lake County,"                                                    B19013_001E  B23025_002E  \
Lake County, Indiana: Summary level: 050, state...        57081       239450   

                                                    B23025_003E  B23025_004E  \
Lake County, Indiana: Summary level: 050, state...       239349       225008   

                                                    B23025_005E  B23025_006E  \
Lake County, Indiana: Summary level: 050, state...        14341          101   

                                                    B23025_007E  
Lake County, Indiana: Summary level: 050, state...       146990  ",57081,239450.0,239349.0,225008.0,14341.0,101.0,146990.0
465,Indiana,Hancock County,"                                                    B19013_001E  B23025_002E  \
Hancock County, Indiana: Summary level: 050, st...        69392        41050   

                                                    B23025_003E  B23025_004E  \
Hancock County, Indiana: Summary level: 050, st...        40423        39021   

                                                    B23025_005E  B23025_006E  \
Hancock County, Indiana: Summary level: 050, st...         1402          627   

                                                    B23025_007E  
Hancock County, Indiana: Summary level: 050, st...        21724  ",69392,41050.0,40423.0,39021.0,1402.0,627.0,21724.0
466,Indiana,Howard County,"                                                    B19013_001E  B23025_002E  \
Howard County, Indiana: Summary level: 050, sta...        53440        39235   

                                                    B23025_003E  B23025_004E  \
Howard County, Indiana: Summary level: 050, sta...        39235        37008   

                                                    B23025_005E  B23025_006E  \
Howard County, Indiana: Summary level: 050, sta...         2227            0   

                                                    B23025_007E  
Howard County, Indiana: Summary level: 050, sta...        26730  ",53440,39235.0,39235.0,37008.0,2227.0,0.0,26730.0
467,Indiana,Madison County,"                                                    B19013_001E  B23025_002E  \
Madison County, Indiana: Summary level: 050, st...        55142        62251   

                                                    B23025_003E  B23025_004E  \
Madison County, Indiana: Summary level: 050, st...        61786        58522   

                                                    B23025_005E  B23025_006E  \
Madison County, Indiana: Summary level: 050, st...         3264          465   

                                                    B23025_007E  
Madison County, Indiana: Summary level: 050, st...        42766  ",55142,62251.0,61786.0,58522.0,3264.0,465.0,42766.0
468,Iowa,Scott County,"                                                    B19013_001E  B23025_002E  \
Scott County, Iowa: Summary level: 050, state:1...        65122        89320   

                                                    B23025_003E  B23025_004E  \
Scott County, Iowa: Summary level: 050, state:1...        89145        85653   

                                                    B23025_005E  B23025_006E  \
Scott County, Iowa: Summary level: 050, state:1...         3492          175   

                                                    B23025_007E  
Scott County, Iowa: Summary level: 050, state:1...        47959  ",65122,89320.0,89145.0,85653.0,3492.0,175.0,47959.0
469,North Dakota,Grand Forks County,"                                                    B19013_001E  B23025_002E  \
Grand Forks County, North Dakota: Summary level...        56622        40943   

                                                    B23025_003E  B23025_004E  \
Grand Forks County, North Dakota: Summary level...        39320        38053   

                                                    B23025_005E  B23025_006E  \
Grand Forks County, North Dakota: Summary level...         1267         1623   

                                                    B23025_007E  
Grand Forks County, North Dakota: Summary level...        15305  ",56622,40943.0,39320.0,38053.0,1267.0,1623.0,15305.0
470,North Dakota,Burleigh County,"                                                    B19013_001E  B23025_002E  \
Burleigh County, North Dakota: Summary level: 0...        72494        51935   

                                                    B23025_003E  B23025_004E  \
Burleigh County, North Dakota: Summary level: 0...        51858        49384   

                                                    B23025_005E  B23025_006E  \
Burleigh County, North Dakota: Summary level: 0...         2474           77   

                                                    B23025_007E  
Burleigh County, North Dakota: Summary level: 0...        24229  ",72494,51935.0,51858.0,49384.0,2474.0,77.0,24229.0
471,Ohio,Hamilton County,"                                                    B19013_001E  B23025_002E  \
Hamilton County, Ohio: Summary level: 050, stat...        60198       437715   

                                                    B23025_003E  B23025_004E  \
Hamilton County, Ohio: Summary level: 050, stat...       437534       416586   

                                                    B23025_005E  B23025_006E  \
Hamilton County, Ohio: Summary level: 050, stat...        20948          181   

                                                    B23025_007E  
Hamilton County, Ohio: Summary level: 050, stat...       212985  ",60198,437715.0,437534.0,416586.0,20948.0,181.0,212985.0
472,Ohio,Franklin County,"                                                    B19013_001E  B23025_002E  \
Franklin County, Ohio: Summary level: 050, stat...        64713       741300   

                                                    B23025_003E  B23025_004E  \
Franklin County, Ohio: Summary level: 050, stat...       740793       710813   

                                                    B23025_005E  B23025_006E  \
Franklin County, Ohio: Summary level: 050, stat...        29980          507   

                                                    B23025_007E  
Franklin County, Ohio: Summary level: 050, stat...       299220  ",64713,741300.0,740793.0,710813.0,29980.0,507.0,299220.0
473,Ohio,Marion County,"                                                    B19013_001E  B23025_002E  \
Marion County, Ohio: Summary level: 050, state:...        50608        29824   

                                                    B23025_003E  B23025_004E  \
Marion County, Ohio: Summary level: 050, state:...        29824        28281   

                                                    B23025_005E  B23025_006E  \
Marion County, Ohio: Summary level: 050, state:...         1543            0   

                                                    B23025_007E  
Marion County, Ohio: Summary level: 050, state:...        23118  ",50608,29824.0,29824.0,28281.0,1543.0,0.0,23118.0
474,Ohio,Tuscarawas County,"                                                    B19013_001E  B23025_002E  \
Tuscarawas County, Ohio: Summary level: 050, st...        53616        45151   

                                                    B23025_003E  B23025_004E  \
Tuscarawas County, Ohio: Summary level: 050, st...        45151        42651   

                                                    B23025_005E  B23025_006E  \
Tuscarawas County, Ohio: Summary level: 050, st...         2500            0   

                                                    B23025_007E  
Tuscarawas County, Ohio: Summary level: 050, st...        28146  ",53616,45151.0,45151.0,42651.0,2500.0,0.0,28146.0
475,Ohio,Wayne County,"                                                    B19013_001E  B23025_002E  \
Wayne County, Ohio: Summary level: 050, state:3...        57458        57938   

                                                    B23025_003E  B23025_004E  \
Wayne County, Ohio: Summary level: 050, state:3...        57894        56554   

                                                    B23025_005E  B23025_006E  \
Wayne County, Ohio: Summary level: 050, state:3...         1340           44   

                                                    B23025_007E  
Wayne County, Ohio: Summary level: 050, state:3...        32498  ",57458,57938.0,57894.0,56554.0,1340.0,44.0,32498.0
476,Ohio,Butler County,"                                                    B19013_001E  B23025_002E  \
Butler County, Ohio: Summary level: 050, state:...        68584       193397   

                                                    B23025_003E  B23025_004E  \
Butler County, Ohio: Summary level: 050, state:...       193075       184893   

                                                    B23025_005E  B23025_006E  \
Butler County, Ohio: Summary level: 050, state:...         8182          322   

                                                    B23025_007E  
Butler County, Ohio: Summary level: 050, state:...       110806  ",68584,193397.0,193075.0,184893.0,8182.0,322.0,110806.0
477,Ohio,Licking County,"                                                    B19013_001E  B23025_002E  \
Licking County, Ohio: Summary level: 050, state...        66013        91222   

                                                    B23025_003E  B23025_004E  \
Licking County, Ohio: Summary level: 050, state...        91149        88848   

                                                    B23025_005E  B23025_006E  \
Licking County, Ohio: Summary level: 050, state...         2301           73   

                                                    B23025_007E  
Licking County, Ohio: Summary level: 050, state...        49327  ",66013,91222.0,91149.0,88848.0,2301.0,73.0,49327.0
478,Ohio,Richland County,"                                                    B19013_001E  B23025_002E  \
Richland County, Ohio: Summary level: 050, stat...        51783        57013   

                                                    B23025_003E  B23025_004E  \
Richland County, Ohio: Summary level: 050, stat...        56674        54751   

                                                    B23025_005E  B23025_006E  \
Richland County, Ohio: Summary level: 050, stat...         1923          339   

                                                    B23025_007E  
Richland County, Ohio: Summary level: 050, stat...        40910  ",51783,57013.0,56674.0,54751.0,1923.0,339.0,40910.0
479,Ohio,Hancock County,"                                                    B19013_001E  B23025_002E  \
Hancock County, Ohio: Summary level: 050, state...        60944        40024   

                                                    B23025_003E  B23025_004E  \
Hancock County, Ohio: Summary level: 050, state...        39781        38579   

                                                    B23025_005E  B23025_006E  \
Hancock County, Ohio: Summary level: 050, state...         1202          243   

                                                    B23025_007E  
Hancock County, Ohio: Summary level: 050, state...        21066  ",60944,40024.0,39781.0,38579.0,1202.0,243.0,21066.0
480,Ohio,Clermont County,"                                                    B19013_001E  B23025_002E  \
Clermont County, Ohio: Summary level: 050, stat...        67744       108592   

                                                    B23025_003E  B23025_004E  \
Clermont County, Ohio: Summary level: 050, stat...       108509       105011   

                                                    B23025_005E  B23025_006E  \
Clermont County, Ohio: Summary level: 050, stat...         3498           83   

                                                    B23025_007E  
Clermont County, Ohio: Summary level: 050, stat...        56157  ",67744,108592.0,108509.0,105011.0,3498.0,83.0,56157.0
481,Ohio,Fairfield County,"                                                    B19013_001E  B23025_002E  \
Fairfield County, Ohio: Summary level: 050, sta...        71469        83684   

                                                    B23025_003E  B23025_004E  \
Fairfield County, Ohio: Summary level: 050, sta...        83444        81377   

                                                    B23025_005E  B23025_006E  \
Fairfield County, Ohio: Summary level: 050, sta...         2067          240   

                                                    B23025_007E  
Fairfield County, Ohio: Summary level: 050, sta...        41047  ",71469,83684.0,83444.0,81377.0,2067.0,240.0,41047.0
482,Ohio,Jefferson County,"                                                    B19013_001E  B23025_002E  \
Jefferson County, Ohio: Summary level: 050, sta...        47445        28790   

                                                    B23025_003E  B23025_004E  \
Jefferson County, Ohio: Summary level: 050, sta...        28735        27383   

                                                    B23025_005E  B23025_006E  \
Jefferson County, Ohio: Summary level: 050, sta...         1352           55   

                                                    B23025_007E  
Jefferson County, Ohio: Summary level: 050, sta...        25354  ",47445,28790.0,28735.0,27383.0,1352.0,55.0,25354.0
483,Ohio,Portage County,"                                                    B19013_001E  B23025_002E  \
Portage County, Ohio: Summary level: 050, state...        56679        87399   

                                                    B23025_003E  B23025_004E  \
Portage County, Ohio: Summary level: 050, state...        87399        83619   

                                                    B23025_005E  B23025_006E  \
Portage County, Ohio: Summary level: 050, state...         3780            0   

                                                    B23025_007E  
Portage County, Ohio: Summary level: 050, state...        49438  ",56679,87399.0,87399.0,83619.0,3780.0,0.0,49438.0
484,Virginia,Alexandria city,"                                                    B19013_001E  B23025_002E  \
Alexandria city, Virginia: Summary level: 050, ...       103284       105614   

                                                    B23025_003E  B23025_004E  \
Alexandria city, Virginia: Summary level: 050, ...       102362        99391   

                                                    B23025_005E  B23025_006E  \
Alexandria city, Virginia: Summary level: 050, ...         2971         3252   

                                                    B23025_007E  
Alexandria city, Virginia: Summary level: 050, ...        27508  ",103284,105614.0,102362.0,99391.0,2971.0,3252.0,27508.0
485,Virginia,Hampton city,"                                                    B19013_001E  B23025_002E  \
Hampton city, Virginia: Summary level: 050, sta...        56930        72307   

                                                    B23025_003E  B23025_004E  \
Hampton city, Virginia: Summary level: 050, sta...        65688        62004   

                                                    B23025_005E  B23025_006E  \
Hampton city, Virginia: Summary level: 050, sta...         3684         6619   

                                                    B23025_007E  
Hampton city, Virginia: Summary level: 050, sta...        36642  ",56930,72307.0,65688.0,62004.0,3684.0,6619.0,36642.0
486,Virginia,Arlington County,"                                                    B19013_001E  B23025_002E  \
Arlington County, Virginia: Summary level: 050,...       119755       154059   

                                                    B23025_003E  B23025_004E  \
Arlington County, Virginia: Summary level: 050,...       149942       146582   

                                                    B23025_005E  B23025_006E  \
Arlington County, Virginia: Summary level: 050,...         3360         4117   

                                                    B23025_007E  
Arlington County, Virginia: Summary level: 050,...        43344  ",119755,154059.0,149942.0,146582.0,3360.0,4117.0,43344.0
487,Virginia,Stafford County,"                                                    B19013_001E  B23025_002E  \
Stafford County, Virginia: Summary level: 050, ...       110446        82282   

                                                    B23025_003E  B23025_004E  \
Stafford County, Virginia: Summary level: 050, ...        78369        75708   

                                                    B23025_005E  B23025_006E  \
Stafford County, Virginia: Summary level: 050, ...         2661         3913   

                                                    B23025_007E  
Stafford County, Virginia: Summary level: 050, ...        34768  ",110446,82282.0,78369.0,75708.0,2661.0,3913.0,34768.0
488,Virginia,Richmond city,"                                                    B19013_001E  B23025_002E  \
Richmond city, Virginia: Summary level: 050, st...        51285       133020   

                                                    B23025_003E  B23025_004E  \
Richmond city, Virginia: Summary level: 050, st...       132584       125173   

                                                    B23025_005E  B23025_006E  \
Richmond city, Virginia: Summary level: 050, st...         7411          436   

                                                    B23025_007E  
Richmond city, Virginia: Summary level: 050, st...        61531  ",51285,133020.0,132584.0,125173.0,7411.0,436.0,61531.0
489,Washington,Thurston County,"                                                    B19013_001E  B23025_002E  \
Thurston County, Washington: Summary level: 050...        78512       148593   

                                                    B23025_003E  B23025_004E  \
Thurston County, Washington: Summary level: 050...       143992       135360   

                                                    B23025_005E  B23025_006E  \
Thurston County, Washington: Summary level: 050...         8632         4601   

                                                    B23025_007E  
Thurston County, Washington: Summary level: 050...        88204  ",78512,148593.0,143992.0,135360.0,8632.0,4601.0,88204.0
490,Washington,Grays Harbor County,"                                                    B19013_001E  B23025_002E  \
Grays Harbor County, Washington: Summary level:...        61026        33238   

                                                    B23025_003E  B23025_004E  \
Grays Harbor County, Washington: Summary level:...        33088        31174   

                                                    B23025_005E  B23025_006E  \
Grays Harbor County, Washington: Summary level:...         1914          150   

                                                    B23025_007E  
Grays Harbor County, Washington: Summary level:...        28487  ",61026,33238.0,33088.0,31174.0,1914.0,150.0,28487.0
491,Washington,Grant County,"                                                    B19013_001E  B23025_002E  \
Grant County, Washington: Summary level: 050, s...        56997        44829   

                                                    B23025_003E  B23025_004E  \
Grant County, Washington: Summary level: 050, s...        44819        40920   

                                                    B23025_005E  B23025_006E  \
Grant County, Washington: Summary level: 050, s...         3899           10   

                                                    B23025_007E  
Grant County, Washington: Summary level: 050, s...        27298  ",56997,44829.0,44819.0,40920.0,3899.0,10.0,27298.0
492,Washington,Snohomish County,"                                                    B19013_001E  B23025_002E  \
Snohomish County, Washington: Summary level: 05...        89260       442346   

                                                    B23025_003E  B23025_004E  \
Snohomish County, Washington: Summary level: 05...       438885       422584   

                                                    B23025_005E  B23025_006E  \
Snohomish County, Washington: Summary level: 05...        16301         3461   

                                                    B23025_007E  
Snohomish County, Washington: Summary level: 05...       214679  ",89260,442346.0,438885.0,422584.0,16301.0,3461.0,214679.0
